------------------------------------------------ INICIALIZADO O APRENDIZADO ------------------------------------------------ 
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :1--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
29        Esquerda    29          3,138     Direita     26          3,874     Cima        -1          0,000     Baixo       27          3,138     
30        Esquerda    -1          0,000     Direita     28          3,487     Cima        -1          0,000     Baixo       30          2,824     
31        Esquerda    -1          0,000     Direita     27          3,138     Cima        29          3,138     Baixo       -1          0,000     
32        Esquerda    32          4,783     Direita     -1          0,000     Cima        36          4,783     Baixo       18          5,905     
33        Esquerda    -1          0,000     Direita     31          5,314     Cima        33          4,305     Baixo       -1          0,000     
34        Esquerda    34          3,874     Direita     -1          0,000     Cima        35          4,305     Baixo       32          4,783     
35        Esquerda    -1          0,000     Direita     33          4,305     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          4,783     Cima        -1          0,000     Baixo       33          4,305     
37        Esquerda    35          4,305     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          5,314     
38        Esquerda    10          7,290     Direita     -1          0,000     Cima        39          7,290     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          9,000     Cima        10          7,290     Baixo       11          8,100     
